term_id,db,pathway_id,pathway_name,description,pathway_size,overlap_size,Process_primary,Process_all,Generic_parent_flag,is_Metabolism,is_ECM_Remodeling_Adhesion,is_Angiogenesis_Vascular_Hemostasis,is_Immune_Checkpoint_Tcell_Regulation,is_Innate_Immunity_Myeloid_Phagocyte,is_Apoptosis_Survival,is_Stress_Response_DNA_Damage_Autophagy,is_Cell_Cycle_DNA_Replication,is_Cytokine_JAK_STAT_Signaling,is_Oncogenic_GrowthFactor_Signaling,is_Other_Mixed_or_Generic
REACTOME:R-HSA-622312,REACTOME,R-HSA-622312,Inflammasomes,R-HSA-622312,25,2,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-6783783,REACTOME,R-HSA-6783783,Interleukin-10 signaling,R-HSA-6783783,45,1,Cytokine_JAK_STAT_Signaling,Cytokine_JAK_STAT_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
REACTOME:R-HSA-6785631,REACTOME,R-HSA-6785631,ERBB2 Regulates Cell Motility,R-HSA-6785631,15,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6785807,REACTOME,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,R-HSA-6785807,111,10,Cytokine_JAK_STAT_Signaling,Cytokine_JAK_STAT_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
REACTOME:R-HSA-6791312,REACTOME,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,R-HSA-6791312,49,2,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-6794361,REACTOME,R-HSA-6794361,Neurexins and neuroligins,R-HSA-6794361,57,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6794362,REACTOME,R-HSA-6794362,Protein-protein interactions at synapses,R-HSA-6794362,88,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6796648,REACTOME,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,R-HSA-6796648,62,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6798695,REACTOME,R-HSA-6798695,Neutrophil degranulation,R-HSA-6798695,478,29,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-6799198,REACTOME,R-HSA-6799198,Complex I biogenesis,R-HSA-6799198,68,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6802946,REACTOME,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,R-HSA-6802946,45,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6802948,REACTOME,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,R-HSA-6802948,36,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6802949,REACTOME,R-HSA-6802949,Signaling by RAS mutants,R-HSA-6802949,45,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6802952,REACTOME,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,R-HSA-6802952,65,7,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6802953,REACTOME,R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,R-HSA-6802953,7,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-6802955,REACTOME,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,R-HSA-6802955,45,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6802957,REACTOME,R-HSA-6802957,Oncogenic MAPK signaling,R-HSA-6802957,82,8,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-6803204,REACTOME,R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,R-HSA-6803204,20,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6804116,REACTOME,R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,R-HSA-6804116,14,2,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-6804756,REACTOME,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,R-HSA-6804756,93,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6804758,REACTOME,R-HSA-6804758,Regulation of TP53 Activity through Acetylation,R-HSA-6804758,30,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6805567,REACTOME,R-HSA-6805567,Keratinization,R-HSA-6805567,217,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6806667,REACTOME,R-HSA-6806667,Metabolism of fat-soluble vitamins,R-HSA-6806667,48,3,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-6806834,REACTOME,R-HSA-6806834,Signaling by MET,R-HSA-6806834,79,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6806942,REACTOME,R-HSA-6806942,MET Receptor Activation,R-HSA-6806942,6,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6807004,REACTOME,R-HSA-6807004,Negative regulation of MET activity,R-HSA-6807004,21,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6807070,REACTOME,R-HSA-6807070,PTEN Regulation,R-HSA-6807070,145,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6807505,REACTOME,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,R-HSA-6807505,81,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6807878,REACTOME,R-HSA-6807878,COPI-mediated anterograde transport,R-HSA-6807878,102,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6809371,REACTOME,R-HSA-6809371,Formation of the cornified envelope,R-HSA-6809371,129,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6811434,REACTOME,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,R-HSA-6811434,102,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6811438,REACTOME,R-HSA-6811438,Intra-Golgi traffic,R-HSA-6811438,44,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6811440,REACTOME,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,R-HSA-6811440,49,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6811442,REACTOME,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,R-HSA-6811442,205,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-6811558,REACTOME,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558,114,2,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-68867,REACTOME,R-HSA-68867,Assembly of the pre-replicative complex,R-HSA-68867,101,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-68875,REACTOME,R-HSA-68875,Mitotic Prophase,R-HSA-68875,111,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-68877,REACTOME,R-HSA-68877,Mitotic Prometaphase,R-HSA-68877,204,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-68882,REACTOME,R-HSA-68882,Mitotic Anaphase,R-HSA-68882,222,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-68886,REACTOME,R-HSA-68886,M Phase,R-HSA-68886,373,9,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-68949,REACTOME,R-HSA-68949,Orc1 removal from chromatin,R-HSA-68949,58,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-69002,REACTOME,R-HSA-69002,DNA Replication Pre-Initiation,R-HSA-69002,118,3,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69017,REACTOME,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,R-HSA-69017,60,3,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69052,REACTOME,R-HSA-69052,Switching of origins to a post-replicative state,R-HSA-69052,79,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-69202,REACTOME,R-HSA-69202,Cyclin E associated events during G1/S transition,R-HSA-69202,73,4,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69206,REACTOME,R-HSA-69206,G1/S Transition,R-HSA-69206,121,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-69231,REACTOME,R-HSA-69231,Cyclin D associated events in G1,R-HSA-69231,47,1,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69236,REACTOME,R-HSA-69236,G1 Phase,R-HSA-69236,47,1,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69239,REACTOME,R-HSA-69239,Synthesis of DNA,R-HSA-69239,108,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-69242,REACTOME,R-HSA-69242,S Phase,R-HSA-69242,150,4,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69273,REACTOME,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,R-HSA-69273,32,1,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69275,REACTOME,R-HSA-69275,G2/M Transition,R-HSA-69275,191,7,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69278,REACTOME,R-HSA-69278,"Cell Cycle, Mitotic",R-HSA-69278,521,11,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69306,REACTOME,R-HSA-69306,DNA Replication,R-HSA-69306,153,3,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69416,REACTOME,R-HSA-69416,Dimerization of procaspase-8,R-HSA-69416,11,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-69473,REACTOME,R-HSA-69473,G2/M DNA damage checkpoint,R-HSA-69473,79,2,Immune_Checkpoint_Tcell_Regulation,Immune_Checkpoint_Tcell_Regulation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69481,REACTOME,R-HSA-69481,G2/M Checkpoints,R-HSA-69481,139,5,Immune_Checkpoint_Tcell_Regulation,Immune_Checkpoint_Tcell_Regulation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69541,REACTOME,R-HSA-69541,Stabilization of p53,R-HSA-69541,44,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-69560,REACTOME,R-HSA-69560,Transcriptional activation of p53 responsive genes,R-HSA-69560,4,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-69563,REACTOME,R-HSA-69563,p53-Dependent G1 DNA Damage Response,R-HSA-69563,53,4,Stress_Response_DNA_Damage_Autophagy,Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69580,REACTOME,R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,R-HSA-69580,53,4,Immune_Checkpoint_Tcell_Regulation,Immune_Checkpoint_Tcell_Regulation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69601,REACTOME,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,R-HSA-69601,51,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-69613,REACTOME,R-HSA-69613,p53-Independent G1/S DNA Damage Checkpoint,R-HSA-69613,51,3,Immune_Checkpoint_Tcell_Regulation,Immune_Checkpoint_Tcell_Regulation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69615,REACTOME,R-HSA-69615,G1/S DNA Damage Checkpoints,R-HSA-69615,67,4,Immune_Checkpoint_Tcell_Regulation,Immune_Checkpoint_Tcell_Regulation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69620,REACTOME,R-HSA-69620,Cell Cycle Checkpoints,R-HSA-69620,273,6,Immune_Checkpoint_Tcell_Regulation,Immune_Checkpoint_Tcell_Regulation;Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69656,REACTOME,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,R-HSA-69656,75,4,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-69895,REACTOME,R-HSA-69895,Transcriptional  activation of  cell cycle inhibitor p21,R-HSA-69895,4,1,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-70171,REACTOME,R-HSA-70171,Glycolysis,R-HSA-70171,73,3,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-70221,REACTOME,R-HSA-70221,Glycogen breakdown (glycogenolysis),R-HSA-70221,15,2,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-70268,REACTOME,R-HSA-70268,Pyruvate metabolism,R-HSA-70268,49,5,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-70326,REACTOME,R-HSA-70326,Glucose metabolism,R-HSA-70326,84,3,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-70370,REACTOME,R-HSA-70370,Galactose catabolism,R-HSA-70370,6,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-71291,REACTOME,R-HSA-71291,Metabolism of amino acids and derivatives,R-HSA-71291,362,8,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-71387,REACTOME,R-HSA-71387,Metabolism of carbohydrates and carbohydrate derivatives,R-HSA-71387,298,13,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-71403,REACTOME,R-HSA-71403,Citric acid cycle (TCA cycle),R-HSA-71403,34,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-72163,REACTOME,R-HSA-72163,mRNA Splicing - Major Pathway,R-HSA-72163,204,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72165,REACTOME,R-HSA-72165,mRNA Splicing - Minor Pathway,R-HSA-72165,53,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72172,REACTOME,R-HSA-72172,mRNA Splicing,R-HSA-72172,215,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72187,REACTOME,R-HSA-72187,mRNA 3'-end processing,R-HSA-72187,152,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72203,REACTOME,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,R-HSA-72203,296,4,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72613,REACTOME,R-HSA-72613,Eukaryotic Translation Initiation,R-HSA-72613,124,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72649,REACTOME,R-HSA-72649,Translation initiation complex formation,R-HSA-72649,60,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72662,REACTOME,R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",R-HSA-72662,61,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72737,REACTOME,R-HSA-72737,Cap-dependent Translation Initiation,R-HSA-72737,124,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-72766,REACTOME,R-HSA-72766,Translation,R-HSA-72766,400,8,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-73614,REACTOME,R-HSA-73614,Pyrimidine salvage,R-HSA-73614,11,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-73621,REACTOME,R-HSA-73621,Pyrimidine catabolism,R-HSA-73621,12,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-73762,REACTOME,R-HSA-73762,RNA Polymerase I Transcription Initiation,R-HSA-73762,48,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-73817,REACTOME,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,R-HSA-73817,11,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-73854,REACTOME,R-HSA-73854,RNA Polymerase I Promoter Clearance,R-HSA-73854,79,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-73856,REACTOME,R-HSA-73856,RNA Polymerase II Transcription Termination,R-HSA-73856,67,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
